id_usuario,nombre,mail,password,username,id_videojuego,cantidad,veredicto,titulo,texto
123,Jack Bryant,jbryant@yahoo.com,EyjXHUYs,jbryant1971,533.0,4.0,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,231.0,4.5,,,
123,Jack Bryant,jbryant@yahoo.com,EyjXHUYs,jbryant1971,529.0,24.0,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,14593.0,3.5,,,
69,Jonathan Kennedy,jkennedy@hotmail.com,Nvxb8bUc,jkennedy1987,733.0,1.0,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,1871.0,2.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,5503.0,,negativo,Pensar que me entusiasmó en un principio...,"Quería procrastinar, de verdad lo intenté, pero antes de jugar este juego prefiero estudiar"
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,,,,,
106,Charles Tucker,ctucker@yahoo.es,wCnJiML8,ctucker1961,1352.0,1.0,,,
9,Jeffrey Aguirre,jaguirre@yahoo.it,dL1lawrd,jaguirre1971,128.0,3.75,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,73.0,16.0,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,1802.0,4.5,,,
69,Jonathan Kennedy,jkennedy@hotmail.com,Nvxb8bUc,jkennedy1987,25076.0,1.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,230.0,39.5,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,12517.0,32.0,,,
127,Paul Davis,pdavis@gmail.com,vFjUO6Rc,pdavis2001,358.0,3.5,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,1029.0,2.25,,,
11,Michael Marshall,mmarshall@yahoo.es,JAteLxYq,mmarshall1982,327.0,0.25,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,1970.0,1.25,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,75.0,1.0,,,
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,14593.0,1.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,7334.0,40.5,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,1011.0,1.75,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,1372.0,1.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,233.0,4.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,538.0,0.5,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,673.0,100.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,537.0,5.0,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,375.0,18.0,,,
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,59.0,100.0,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,8173.0,3.5,,,
77,Anthony Clark,aclark@yahoo.it,PsFGHSvv,aclark1972,500.0,4.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,1887.0,60.0,,,
76,Richard Doyle,rdoyle@gmail.com,6YnIZbGu,rdoyle1985,9630.0,45.5,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,11208.0,43.5,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,1942.0,3.75,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,40.0,4.75,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,2031.0,40.0,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,533.0,52.0,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,1262.0,4.25,,,
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,231.0,3.5,,,
19,Bradley Patel,bpatel@icloud.com,4oeUETEP,bpatel1980,1802.0,1.75,,,
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,623.0,16.0,,,
23,Donna Johnson,djohnson@yahoo.es,oxf4uFom,djohnson1984,39.0,3.5,,,
76,Richard Doyle,rdoyle@gmail.com,6YnIZbGu,rdoyle1985,501.0,75.0,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,7599.0,5.0,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,7346.0,80.25,,,
19,Bradley Patel,bpatel@icloud.com,4oeUETEP,bpatel1980,974.0,1.0,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,1331.0,0.75,,,
119,Sheena Harrison,sharrison@yahoo.es,dqJ3UlcF,sharrison2000,537.0,2.25,,,
23,Donna Johnson,djohnson@yahoo.es,oxf4uFom,djohnson1984,132.0,4.75,,,
107,Sierra Garrett,sgarrett@hotmail.com,aJ1i7pVt,sgarrett1983,2207.0,0.0,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,1266.0,4.75,,,
118,Steven Stephenson,sstephenson@yahoo.es,yqP3SOFT,sstephenson2001,1011.0,5.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,20.0,43.0,,,
107,Sierra Garrett,sgarrett@hotmail.com,aJ1i7pVt,sgarrett1983,1026.0,52.0,,,
69,Jonathan Kennedy,jkennedy@hotmail.com,Nvxb8bUc,jkennedy1987,1802.0,75.0,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,247.0,32.0,,,
101,Dawn Peters,dpeters@icloud.com,wSmv55zq,dpeters1968,7342.0,52.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,128.0,1.5,,,
149,Amanda Robertson,arobertson@yahoo.it,eXCXIleM,arobertson1963,126.0,24.0,,,
115,Alexa York,ayork@icloud.com,VRlki1jC,ayork1984,1266.0,100.0,,,
93,Joanna Brewer,jbrewer@gmail.com,InlgLdUD,jbrewer1984,19565.0,32.0,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,37.0,4.75,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,545.0,1.5,,,
105,Charles Gordon,cgordon@gmail.com,kc8gQfxD,cgordon1977,533.0,5.0,,,
132,Kayla Schmidt,kschmidt@yahoo.it,LDDxFcrU,kschmidt1998,1121.0,3.25,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,673.0,48.0,,,
76,Richard Doyle,rdoyle@gmail.com,6YnIZbGu,rdoyle1985,979.0,0.5,,,
94,Cynthia Simmons,csimmons@yahoo.it,t6sHW9dD,csimmons1972,1352.0,1.0,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,59.0,1.0,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,43.0,100.0,,,
111,Ryan Merritt,rmerritt@icloud.com,5lqZRmWV,rmerritt1967,116.0,0.25,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,132.0,3.75,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,113.0,0.75,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,732.0,0.0,,,
140,Katherine Smith,ksmith@icloud.com,HP8EuHQ2,ksmith2000,622.0,2.75,,,
115,Alexa York,ayork@icloud.com,VRlki1jC,ayork1984,7323.0,1.5,,,
133,Brian Rios,brios@icloud.com,ow8NkWYm,brios1983,537.0,2.0,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,1871.0,3.0,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,673.0,2.25,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,26758.0,19.0,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,14593.0,4.25,,,
130,Eric Taylor,etaylor@yahoo.it,NZQdoyvw,etaylor1969,39.0,0.25,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,21.0,90.0,,,
128,Melinda Hess,mhess@yahoo.com,dkoUQ5wV,mhess1971,16.0,2.0,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,1887.0,2.5,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,7334.0,18.0,,,
115,Alexa York,ayork@icloud.com,VRlki1jC,ayork1984,8173.0,48.0,,,
99,Allen Hicks,ahicks@yahoo.es,Lx88NX4L,ahicks1988,71.0,0.25,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,1802.0,32.0,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,37.0,100.0,,,
119,Sheena Harrison,sharrison@yahoo.es,dqJ3UlcF,sharrison2000,2031.0,6.5,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,16.0,60.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,501.0,4.5,,,
10,Antonio Shaw,ashaw@icloud.com,qSOfdTgQ,ashaw1989,1802.0,2.75,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,2031.0,,negativo,"Podré ser feo, pero definitivamente soy mejor que este juego... ok no",Prefiero estar de acuerdo con sclaper antes que darle un buen review a este juego
64,Michelle Weber,mweber@yahoo.it,TV912g59,mweber1962,1331.0,0.25,,,
125,Gregory Berry,gberry@yahoo.it,rDUQSQVX,gberry1982,974.0,48.0,,,
82,Donald West,dwest@hotmail.com,h49f9vtW,dwest1975,1372.0,60.0,,,
132,Kayla Schmidt,kschmidt@yahoo.it,LDDxFcrU,kschmidt1998,1970.0,16.0,,,
125,Gregory Berry,gberry@yahoo.it,rDUQSQVX,gberry1982,7346.0,0.0,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,21.0,0.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,1020.0,1.0,,,
141,Jessica Taylor,jtaylor@yahoo.com,5f3ioZ9I,jtaylor1997,512.0,52.0,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,74.0,,negativo,Peor juego,Peor que mis laboratorios con margen de error del 1000%
133,Brian Rios,brios@icloud.com,ow8NkWYm,brios1983,623.0,0.0,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,1262.0,1.0,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,730.0,2.25,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,12517.0,3.0,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,15.0,2.25,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,1331.0,2.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,500.0,1.0,,,
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,124.0,0.0,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,1121.0,3.5,,,
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,1011.0,2.25,,,
125,Gregory Berry,gberry@yahoo.it,rDUQSQVX,gberry1982,8173.0,10.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,1331.0,4.75,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,231.0,16.0,,,
140,Katherine Smith,ksmith@icloud.com,HP8EuHQ2,ksmith2000,21.0,1.75,,,
124,Jennifer Wilson,jwilson@yahoo.it,gvkCBAv2,jwilson1979,1262.0,60.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,3025.0,52.0,,,
40,Jasmine Oconnor,joconnor@hotmail.com,eUsJ0bIE,joconnor1986,1802.0,0.0,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,2993.0,2.5,,,
127,Paul Davis,pdavis@gmail.com,vFjUO6Rc,pdavis2001,37.0,100.0,,,
10,Antonio Shaw,ashaw@icloud.com,qSOfdTgQ,ashaw1989,73.0,4.0,,,
19,Bradley Patel,bpatel@icloud.com,4oeUETEP,bpatel1980,7342.0,32.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,116.0,3.5,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,533.0,2.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,73.0,0.75,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,1164.0,10.0,,,
120,Amanda Sandoval,asandoval@yahoo.es,Mnv5OmqE,asandoval1990,59.0,75.0,,,
139,Jason Williams,jwilliams@yahoo.it,vmDmX83Y,jwilliams1974,74.0,19.5,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,2993.0,5.0,,,
91,Travis Meyers,tmeyers@yahoo.it,rnFwF4aL,tmeyers1960,1026.0,3.5,,,
116,Mr. Brent Barajas,mbrent@hotmail.com,SltGL55J,mbrent1977,19565.0,48.0,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,358.0,1.75,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,1026.0,2.0,,,
106,Charles Tucker,ctucker@yahoo.es,wCnJiML8,ctucker1961,493.0,17.5,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,538.0,1.5,,,
9,Jeffrey Aguirre,jaguirre@yahoo.it,dL1lawrd,jaguirre1971,343.0,2.25,,,
87,Melissa Rodriguez,mrodriguez@yahoo.com,mVqchhZq,mrodriguez1969,6801.0,90.0,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,1970.0,0.5,,,
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,1262.0,1.5,,,
78,Kimberly Williams,kwilliams@gmail.com,QR867UAL,kwilliams1970,11198.0,0.25,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,1262.0,5.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,127.0,5.0,,,
109,Jeff Fischer,jfischer@yahoo.com,wjQQsWFm,jfischer1960,109.0,48.0,,,
93,Joanna Brewer,jbrewer@gmail.com,InlgLdUD,jbrewer1984,11198.0,4.25,,,
84,David Kennedy,dkennedy@icloud.com,1cEgUKPh,dkennedy1960,113.0,48.0,,,
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,1262.0,3.5,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,127.0,80.25,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,979.0,1.75,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,21.0,32.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,1164.0,1.5,,,
86,Annette Randolph,arandolph@yahoo.com,lYKgY0ln,arandolph1981,18.0,27.0,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,1942.0,16.0,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,1070.0,20.0,,,
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,127.0,0.0,,,
76,Richard Doyle,rdoyle@gmail.com,6YnIZbGu,rdoyle1985,124.0,3.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,2155.0,0.25,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,538.0,1.25,,,
104,Danielle Middleton,dmiddleton@gmail.com,mukaT7rx,dmiddleton1994,132.0,2.25,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,7351.0,24.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,26758.0,,negativo,No entiendo por qué no regalan este juego,Peor que mis laboratorios con margen de error del 1000%
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,16.0,1.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,231.0,75.0,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,472.0,48.0,,,
126,Matthew Hammond,mhammond@icloud.com,OVyLrJKy,mhammond1980,128.0,2.75,,,
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,247.0,24.0,,,
28,Alexandra Lambert,alambert@icloud.com,YIJMpBq3,alambert1984,979.0,4.5,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,75.0,3.0,,,
146,John Wade,jwade@icloud.com,ENjqJ0g3,jwade1981,74.0,40.5,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,1026.0,4.5,,,
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,730.0,48.0,,,
122,Caroline Wilson,cwilson@gmail.com,2V1fvJAB,cwilson1965,3025.0,32.0,,,
128,Melinda Hess,mhess@yahoo.com,dkoUQ5wV,mhess1971,1164.0,32.0,,,
113,Mr. Terry Ward,mterry@yahoo.com,4QaoW1b6,mterry1965,8173.0,3.75,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,,,,,
102,Benjamin Miller,bmiller@yahoo.it,RRMlowlh,bmiller1969,673.0,60.0,,,
98,David Cline,dcline@yahoo.es,qn4RRRHk,dcline1963,7351.0,10.0,,,
130,Eric Taylor,etaylor@yahoo.it,NZQdoyvw,etaylor1969,73.0,4.5,,,
142,Matthew Whitney,mwhitney@hotmail.com,qVYt81JH,mwhitney1991,1871.0,16.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,7344.0,2.5,,,
142,Matthew Whitney,mwhitney@hotmail.com,qVYt81JH,mwhitney1991,21.0,2.0,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,1970.0,90.0,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,1026.0,4.0,,,
40,Jasmine Oconnor,joconnor@hotmail.com,eUsJ0bIE,joconnor1986,124.0,32.0,,,
133,Brian Rios,brios@icloud.com,ow8NkWYm,brios1983,230.0,,negativo,Em... tenía final el juego?,Terriblemente malo
32,Mitchell Taylor,mtaylor@gmail.com,VP7qD9CW,mtaylor1996,2993.0,3.25,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,127.0,2.25,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,71.0,0.0,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,1871.0,5.0,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,529.0,2.5,,,
89,Amanda Smith,asmith@gmail.com,2HpVCr81,asmith1989,113.0,1.25,,,
77,Anthony Clark,aclark@yahoo.it,PsFGHSvv,aclark1972,1266.0,16.0,,,
93,Joanna Brewer,jbrewer@gmail.com,InlgLdUD,jbrewer1984,1331.0,0.75,,,
130,Eric Taylor,etaylor@yahoo.it,NZQdoyvw,etaylor1969,2031.0,8.0,,,
143,Sharon Weber,sweber@gmail.com,1KvE1GH9,sweber1966,74.0,,positivo,"No decepciona, incluso sorprende","Me encantó, nada más que decir"
11,Michael Marshall,mmarshall@yahoo.es,JAteLxYq,mmarshall1982,128.0,80.25,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,20.0,15.5,,,
12,Steven Sullivan,ssullivan@yahoo.com,oSCRZPnt,ssullivan1988,19565.0,2.75,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,11198.0,1.25,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,537.0,60.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,730.0,2.75,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,1887.0,3.25,,,
147,Barbara Sanchez,bsanchez@yahoo.com,zeW5Pha5,bsanchez1994,38.0,1.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,733.0,3.25,,,
103,Nicholas Carter,ncarter@icloud.com,5w9UIytL,ncarter1964,1262.0,4.25,,,
23,Donna Johnson,djohnson@yahoo.es,oxf4uFom,djohnson1984,11156.0,3.5,,,
40,Jasmine Oconnor,joconnor@hotmail.com,eUsJ0bIE,joconnor1986,7344.0,4.5,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,231.0,3.5,,,
95,Minanda,minanda@hotmail.com,IUxIUoVM,minanda1972,1887.0,3.0,,,
131,Sandra White,swhite@yahoo.it,AlTbt6GM,swhite1976,233.0,4.0,,,
150,Jared Pratt,jpratt@yahoo.it,kcQDLiw5,jpratt1973,59.0,4.0,,,
9,Jeffrey Aguirre,jaguirre@yahoo.it,dL1lawrd,jaguirre1971,73.0,0.75,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,7323.0,2.75,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,15.0,1.0,,,
81,Holly Scott,hscott@gmail.com,fvaf0jVO,hscott1985,1802.0,3.5,,,
119,Sheena Harrison,sharrison@yahoo.es,dqJ3UlcF,sharrison2000,6036.0,43.5,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,2993.0,48.0,,,
138,Kevin Jackson,kjackson@yahoo.es,aOqas1F7,kjackson1963,1074.0,42.5,,,
96,Mrs. Paula Monroe DDS,mpaula@icloud.com,QLSkaoC4,mpaula1990,1372.0,0.75,,,
88,Courtney Barr,cbarr@gmail.com,Wwm7b2qs,cbarr1993,358.0,80.25,,,
30,Courtney Zuniga,czuniga@yahoo.es,WD76B8dh,czuniga1995,559.0,24.0,,,
19,Bradley Patel,bpatel@icloud.com,4oeUETEP,bpatel1980,1262.0,90.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,358.0,32.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,1331.0,1.25,,,
106,Charles Tucker,ctucker@yahoo.es,wCnJiML8,ctucker1961,427.0,0.75,,,
79,Michael Stewart,mstewart@hotmail.com,gnBKK1zl,mstewart1996,1266.0,32.0,,,
145,Thomas Ashley,tashley@icloud.com,0ZhZO33t,tashley1984,72.0,32.0,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,7342.0,1.25,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,732.0,60.0,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,75.0,4.75,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,21.0,1.0,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,538.0,2.5,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,559.0,2.0,,,
44,Heidi Hood,hhood@hotmail.com,wfhYEQHK,hhood1985,427.0,24.0,,,
101,Dawn Peters,dpeters@icloud.com,wSmv55zq,dpeters1968,1372.0,4.5,,,
74,Wendy Smith,wsmith@yahoo.it,yiEbsYQQ,wsmith2001,974.0,4.0,,,
85,Alyssa Bryant,abryant@hotmail.com,TvuOp8nt,abryant1990,960.0,0.0,,,
22,Daniel Bentley,dbentley@yahoo.it,dVk9wNFx,dbentley1972,39.0,1.0,,,
108,Laura Mcdaniel,lmcdaniel@icloud.com,suykYALE,lmcdaniel1995,551.0,80.25,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,1011.0,75.0,,,
136,Aaron Greene,agreene@yahoo.es,COO4xT9X,agreene1968,1942.0,3.0,,,
129,Richard Cummings,rcummings@gmail.com,b8plrpfa,rcummings1976,25076.0,0.75,,,
83,Peter Barber,pbarber@icloud.com,5gtKhoFM,pbarber1971,127.0,1.25,,,
107,Sierra Garrett,sgarrett@hotmail.com,aJ1i7pVt,sgarrett1983,358.0,4.5,,,
111,Ryan Merritt,rmerritt@icloud.com,5lqZRmWV,rmerritt1967,7351.0,24.0,,,
131,Sandra White,swhite@yahoo.it,AlTbt6GM,swhite1976,2031.0,14.0,,,
117,Sharon Vaughan,svaughan@gmail.com,OBgdy9ZL,svaughan1970,116.0,0.25,,,
12,Steven Sullivan,ssullivan@yahoo.com,oSCRZPnt,ssullivan1988,247.0,80.25,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,43.0,48.0,,,
36,Leslie Moore,lmoore@yahoo.com,uLZ8p2nf,lmoore1966,18.0,27.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,9630.0,9.5,,,
112,Jennifer Hopkins,jhopkins@yahoo.es,zLaETntd,jhopkins1985,9630.0,32.0,,,
86,Annette Randolph,arandolph@yahoo.com,lYKgY0ln,arandolph1981,127.0,5.0,,,
144,Michael Pugh,mpugh@icloud.com,idyJuY0H,mpugh1999,,,,,
54,Kyle Mckenzie,kmckenzie@yahoo.it,8unHco8S,kmckenzie1982,1871.0,4.0,,,
45,Timothy Bryant,tbryant@hotmail.com,NfUPGTeB,tbryant1985,75.0,0.0,,,
41,Sandra Ballard,sballard@hotmail.com,0cKXBQgM,sballard2001,14593.0,80.25,,,
107,Sierra Garrett,sgarrett@hotmail.com,aJ1i7pVt,sgarrett1983,1942.0,0.5,,,
100,Jason Stone,jstone@yahoo.com,OxmLgzvq,jstone1973,73.0,2.25,,,
115,Alexa York,ayork@icloud.com,VRlki1jC,ayork1984,1942.0,0.0,,,
97,Jennifer Mclaughlin,jmclaughlin@yahoo.it,ewdv9IPt,jmclaughlin2001,21.0,52.0,,,
80,Nicholas Snyder,nsnyder@hotmail.com,38mdWYSX,nsnyder1960,2155.0,3.0,,,
46,Sherri Smith,ssmith@hotmail.com,nwS2invN,ssmith1991,1121.0,1.0,,,
125,Gregory Berry,gberry@yahoo.it,rDUQSQVX,gberry1982,2993.0,3.75,,,
38,Amy Allen,aallen@yahoo.es,JOiUve4K,aallen1997,1331.0,1.75,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,979.0,3.25,,,
121,Dean Warner,dwarner@icloud.com,Mz5QOECs,dwarner1963,247.0,48.0,,,
137,Alexander Webb,awebb@yahoo.es,5e7AnmrQ,awebb1962,565.0,75.0,,,
47,Jeffrey Brown,jbrown@gmail.com,rUES9Men,jbrown1968,512.0,2.5,,,
115,Alexa York,ayork@icloud.com,VRlki1jC,ayork1984,21.0,1.5,,,
134,Joseph Harrison,jharrison@yahoo.es,ZCtisRw5,jharrison1997,11208.0,30.5,,,
135,Ximelez,ximelez@gmail.com,IUxIUoVM,ximelez1965,1262.0,3.25,,,
110,Craig Smith,csmith@hotmail.com,tzxSkUzQ,csmith1994,493.0,23.5,,,
